Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,1792,3
BHARATIYA JANATA PARTY,OL,100000,2019-10-09,920,3
BHARATIYA JANATA PARTY,OL,100000,2019-10-09,920,3
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,1792,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,1792,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,1792,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,1792,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,1792,9
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
